[2025-07-11 15:45:10] [INFO    ] discord.client: logging in using static token
[2025-07-11 15:45:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 9, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-11T19:45:41.990000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1393300048086962176'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-11T18:36:57.774854+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1393317346499629097', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Get a Job', 'image': {'width': 2550, 'url': 'https://eforms.com/images/2018/03/Employment-Job-Application.png', 'proxy_url': 'https://images-ext-1.discordapp.net/external/srH4BjVcRj0fAO7HvqB-34oK1zEUTTlw7bJWUtKZCCg/https/eforms.com/images/2018/03/Employment-Job-Application.png', 'placeholder_version': 1, 'placeholder': '/fcBBQDzrJZ6p2hWp3WZqOiEj074', 'height': 3301, 'flags': 0, 'content_type': 'image/png'}, 'id': '1393317346499629098', 'description': 'u bum'}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1164287468544196620', 'author': {'username': 'Josh', 'public_flags': 0, 'primary_guild': None, 'id': '1393293548203540645', 'global_name': None, 'display_name_styles': None, 'discriminator': '4101', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c15c8aa307e0696c3cc4bb1ca59f5bb5'}, 'attachments': [], 'guild_id': '1164287467235586199'}}
[2025-07-11 15:45:40] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-11 15:45:40] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2025-07-11 15:45:40] [DEBUG   ] discord.client: Dispatching event message_edit
[2025-07-11 15:45:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 10, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-11T19:45:42.354000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1393300048086962176'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-11T18:36:57.774854+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1393317348026613760', 'flags': 0, 'embeds': [{'url': 'https://www.linkedin.com/', 'type': 'link', 'title': 'LinkedIn: Log In or Sign Up', 'provider': {'name': 'LinkedIn'}, 'id': '1393317350513836093', 'description': '1 billion members | Manage your professional identity. Build and engage with your professional network. Access knowledge, insights and opportunities.', 'content_scan_version': 0}], 'edited_timestamp': None, 'content': 'https://www.linkedin.com/', 'components': [], 'channel_type': 0, 'channel_id': '1164287468544196620', 'author': {'username': 'Josh', 'public_flags': 0, 'primary_guild': None, 'id': '1393293548203540645', 'global_name': None, 'display_name_styles': None, 'discriminator': '4101', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c15c8aa307e0696c3cc4bb1ca59f5bb5'}, 'attachments': [], 'guild_id': '1164287467235586199'}}
[2025-07-11 15:45:40] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-11 15:45:40] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2025-07-11 15:45:40] [DEBUG   ] discord.client: Dispatching event message_edit
[2025-07-11 15:45:52] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-07-11 15:45:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-11 15:46:33] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-07-11 15:46:33] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
